Order_ID,Order_Date,Time_Orderd,Weather,Type_of_order,City,Order_Duration
0xca7f,12/2/2022,20:55,Sunny,Drinks,Urban,30
0x18ed,4/4/2022,23:25,Cloudy,Snack,Metropolitian,28
0x18ab,19-03-2022,17:55,Stormy,Meal,Metropolitian,34
0x346c,12/3/2022,18:40,Sandstorms,Snack,Metropolitian,25
0x8380,11/3/2022,19:25,Sandstorms,Buffet,Metropolitian,30
0xd3a4,13-02-2022,20:20,Fog,Snack,Metropolitian,37
0x735b,12/3/2022,21:15,Sandstorms,Meal,Metropolitian,19
0xd8b2,13-02-2022,11:50,Stormy,Snack,Metropolitian,27
0xd755,11/2/2022,23:40,Cloudy,Snack,Metropolitian,19
0x9d2e,2/3/2022,19:45,Stormy,Buffet,Metropolitian,25
0xc274,15-02-2022,19:50,Sunny,Meal,Metropolitian,20
0xd62f,12/2/2022,23:20,Windy,Meal,Metropolitian,24
0x941e,6/4/2022,18:45,Cloudy,Drinks,Metropolitian,43
0x28bf,10/3/2022,17:40,Sunny,Buffet,Urban,18
0x41bb,6/3/2022,22:10,Fog,Snack,Metropolitian,20
0x418e,4/3/2022,19:10,Windy,Snack,Metropolitian,19
0x25d4,31-03-2022,21:55,Sunny,Snack,Metropolitian,22
0x96d9,11/3/2022,14:20,Sunny,Meal,Metropolitian,24
0x6a53,20-03-2022,20:35,Fog,Buffet,Urban,38
0x4aeb,20-03-2022,18:15,Sunny,Meal,Urban,11
0x1e9a,4/3/2022,18:35,Sandstorms,Meal,Urban,38
0x7be4,26-03-2022,8:25,Cloudy,Meal,Metropolitian,17
0x4809,10/3/2022,20:10,Cloudy,Meal,Metropolitian,40
0x2b94,8/3/2022,17:45,Windy,Buffet,Metropolitian,23
0xe2d,1/4/2022,21:45,Stormy,Drinks,Metropolitian,29
0x21fb,11/3/2022,22:40,Sunny,Drinks,Metropolitian,22
0x7af1,25-03-2022,17:50,Cloudy,Snack,Urban,35
0x8cf3,6/4/2022,0.916666667,Stormy,Snack,Metropolitian,51
0x96b8,28-03-2022,11:40,Sandstorms,Buffet,Metropolitian,30
0x6b97,6/4/2022,20:10,Stormy,Meal,Metropolitian,25
0x8ddf,19-03-2022,9:15,Cloudy,Meal,Metropolitian,10
0xa54f,18-03-2022,19:40,Fog,Buffet,Metropolitian,52
0x1592,28-03-2022,9:50,Cloudy,Drinks,Urban,13
0x45a5,31-03-2022,18:15,Cloudy,Buffet,Metropolitian,31
0x8961,24-03-2022,0.625,Sunny,Snack,Urban,14
0xb128,3/4/2022,20:30,Windy,Drinks,Metropolitian,36
0x7489,6/4/2022,0.833333333,Cloudy,Meal,Metropolitian,44
0xa1b8,23-03-2022,22:40,Stormy,Drinks,Metropolitian,20
0x2d07,29-03-2022,23:55,Cloudy,Buffet,Metropolitian,22
0xb71f,9/3/2022,22:45,Stormy,Buffet,Metropolitian,21
0xdd7,2/4/2022,NaN,Sandstorms,Snack,Metropolitian,27
0x55f7,31-03-2022,23:55,Sunny,Meal,Metropolitian,35
0x2ccb,30-03-2022,13:55,Stormy,Meal,Metropolitian,32
0xae21,2/4/2022,0.75,Windy,Drinks,Metropolitian,20
0x658c,5/3/2022,0.5,Stormy,Meal,Metropolitian,31
0xb8a9,5/4/2022,22:35,Windy,Snack,Metropolitian,19
0x4504,6/4/2022,23:45,Cloudy,Buffet,Urban,31
0xb3ec,4/3/2022,21:10,Windy,Meal,Metropolitian,36
0x422e,13-03-2022,11:55,Sunny,Snack,Metropolitian,20
0x87ce,18-03-2022,17:55,Sandstorms,Drinks,Metropolitian,38
0x4a8e,13-03-2022,21:45,Sunny,Drinks,Metropolitian,22
0x8f2a,19-03-2022,19:35,Fog,Drinks,Metropolitian,32
0xb43f,20-03-2022,0.875,Cloudy,Buffet,Metropolitian,43
0x5784,29-03-2022,22:30,Sandstorms,Meal,Metropolitian,15
0xa2c7,23-03-2022,21:30,Fog,Snack,Metropolitian,48
0x808d,30-03-2022,11:25,Stormy,Drinks,Metropolitian,28
0x1fe9,26-03-2022,19:55,Stormy,Buffet,Metropolitian,39
0x7692,6/3/2022,20:25,Sunny,Drinks,Metropolitian,34
0x338e,29-03-2022,17:20,Stormy,Snack,Metropolitian,18
0x72e2,4/4/2022,22:45,Sandstorms,Meal,Metropolitian,19
0x47d0,1/3/2022,18:35,Sandstorms,Drinks,Metropolitian,34
0xb2cb,1/3/2022,9:35,Sandstorms,Meal,Urban,25
0x78e1,27-03-2022,1,Stormy,Drinks,Metropolitian,23
0x9688,1/3/2022,23:55,Windy,Meal,Metropolitian,29
0x7a1d,15-03-2022,8:45,Stormy,Meal,Urban,22
0x7095,31-03-2022,20:15,Sunny,Meal,Urban,18
0x94a1,26-03-2022,16:25,Sandstorms,Snack,Metropolitian,16
0x6007,10/3/2022,20:25,Stormy,Buffet,Metropolitian,33
0x159d,10/3/2022,17:55,Sunny,Meal,Metropolitian,26
0x500b,11/3/2022,1,Stormy,Drinks,Metropolitian,22
0x3676,19-03-2022,22:55,Sunny,Buffet,Metropolitian,12
0x795b,20-03-2022,21:15,Fog,Meal,Metropolitian,49
0x8ece,1/4/2022,9:55,Fog,Snack,Metropolitian,13
0x6152,15-03-2022,8:35,Sandstorms,Meal,Urban,22
0x55d8,15-03-2022,20:45,Windy,Drinks,Urban,13
0x5f68,21-03-2022,11:30,Cloudy,Snack,Urban,28
0x29fc,8/3/2022,19:25,Sunny,Snack,Metropolitian,33
0x7127,19-03-2022,22:10,Sunny,Meal,Metropolitian,29
0x24fd,11/3/2022,16:35,Windy,Meal,Metropolitian,28
0x4979,21-03-2022,22:55,Fog,Buffet,Metropolitian,27
0x591a,14-03-2022,19:20,Sandstorms,Buffet,Metropolitian,43
0x7a05,28-03-2022,20:30,Sunny,Buffet,Metropolitian,13
0xd33,25-03-2022,17:15,Windy,Buffet,Metropolitian,27
0x8fcc,9/3/2022,21:25,Windy,Drinks,Metropolitian,24
0x4871,4/4/2022,20:40,Sunny,Meal,Metropolitian,38
0x457,7/3/2022,NaN,NaN,Drinks,Urban,14
0x9099,4/4/2022,22:25,Sandstorms,Drinks,Metropolitian,23
0x3aa0,1/3/2022,19:40,Stormy,Meal,Metropolitian,11
0x647e,18-03-2022,0.791666667,Cloudy,Snack,Urban,29
0x6084,24-03-2022,10:35,Fog,Meal,Metropolitian,18
0xa625,31-03-2022,17:25,Sunny,Drinks,Metropolitian,28
0x2894,4/4/2022,19:10,Cloudy,Buffet,Metropolitian,42
0x74c5,16-03-2022,20:45,Fog,Snack,Metropolitian,35
0x9371,16-03-2022,21:30,Stormy,Buffet,Metropolitian,26
0x2101,5/3/2022,0.666666667,Cloudy,Buffet,Metropolitian,26
0x11c2,1/4/2022,10:35,Sunny,Buffet,Urban,13
0x151b,5/3/2022,11:30,Sunny,Snack,Metropolitian,42
0x20c9,2/4/2022,19:15,Sunny,Meal,Metropolitian,24
0x7bca,5/3/2022,9:15,Sunny,Buffet,Metropolitian,11
0x8946,27-03-2022,17:55,Windy,Buffet,Metropolitian,37
0x9d32,8/3/2022,18:50,Fog,Meal,Urban,44
0xe253,14-02-2022,19:20,Windy,Buffet,Urban,21
0x5bf6,5/3/2022,21:40,Cloudy,Snack,Metropolitian,26
0x94c3,8/3/2022,21:10,Cloudy,Buffet,Metropolitian,36
0x96f6,5/3/2022,14:50,Cloudy,Drinks,Urban,28
0xd1cd,17-02-2022,15:20,Sunny,Meal,Metropolitian,29
0x65b8,17-03-2022,10:50,Sunny,Meal,Metropolitian,18
0xb7b1,28-03-2022,15:55,Cloudy,Snack,Urban,17
0x8e4d,13-03-2022,10:25,Sandstorms,Drinks,Urban,25
0x2483,29-03-2022,18:10,Cloudy,Snack,Metropolitian,30
0x1a2e,11/3/2022,11:50,Sandstorms,Snack,Urban,39
0x1fb8,2/3/2022,18:25,Windy,Buffet,Metropolitian,37
0x5f54,5/4/2022,9:10,Cloudy,Snack,Metropolitian,19
0x6edf,6/4/2022,17:10,Sunny,Buffet,NaN,21
0x55b,5/3/2022,NaN,Cloudy,Buffet,Metropolitian,21
0x92b4,20-03-2022,22:25,Cloudy,Snack,Metropolitian,43
0x2734,18-03-2022,21:25,Sandstorms,Drinks,Metropolitian,37
0xa517,17-03-2022,1,Sunny,Buffet,Metropolitian,16
0x1c5b,1/4/2022,19:55,Fog,Drinks,Metropolitian,20
0x40b2,11/3/2022,23:45,Sandstorms,Snack,Metropolitian,10
0xb071,1/3/2022,10:25,Fog,Drinks,Metropolitian,17
0x1b1e,6/3/2022,18:35,Fog,Snack,Metropolitian,38
0x9d34,18-03-2022,20:25,Cloudy,Meal,Metropolitian,42
0x77be,8/3/2022,17:45,Cloudy,Snack,Metropolitian,26
0xae38,16-03-2022,0.833333333,Fog,Snack,Metropolitian,40
0xc8fb,15-02-2022,8:15,Windy,Buffet,NaN,10
0x6883,13-03-2022,10:25,Sandstorms,Snack,Metropolitian,15
0x98a0,27-03-2022,19:45,Sunny,Drinks,Metropolitian,21
0x4670,30-03-2022,11:40,Fog,Drinks,Metropolitian,29
0xaea8,11/3/2022,9:50,Sandstorms,Meal,Urban,11
0x208e,7/3/2022,0.958333333,Stormy,Meal,Metropolitian,19
0x73c8,7/3/2022,17:10,Sandstorms,Snack,Urban,27
0xd63d,11/2/2022,0.458333333,Sunny,Meal,Metropolitian,24
0x6393,3/3/2022,8:20,Windy,Snack,Metropolitian,18
0xbe63,7/3/2022,21:50,Cloudy,Buffet,Urban,24
0xa18a,2/4/2022,22:25,Cloudy,Snack,Metropolitian,27
0xd18e,14-02-2022,21:10,Fog,Drinks,Metropolitian,41
0x2ca7,3/3/2022,11:50,Sandstorms,Drinks,Metropolitian,38
0x7180,28-03-2022,20:35,Sandstorms,Snack,Metropolitian,29
0x122b,28-03-2022,12:40,Stormy,Meal,Metropolitian,19
0x60db,26-03-2022,18:40,Sandstorms,Snack,Metropolitian,26
0x124c,13-03-2022,22:50,Fog,Buffet,Metropolitian,20
0x820e,8/3/2022,18:55,Stormy,Buffet,Urban,21
0x503e,28-03-2022,0.458333333,Cloudy,Drinks,Urban,15
0x7731,2/3/2022,19:10,Cloudy,Buffet,Metropolitian,32
0x8b04,3/3/2022,14:20,Windy,Snack,Metropolitian,20
0x8d99,19-03-2022,19:50,Sunny,Drinks,Metropolitian,19
0x39c4,28-03-2022,11:50,Windy,Buffet,Urban,27
0xabd1,3/4/2022,23:50,Sandstorms,Meal,Metropolitian,23
0xac2e,26-03-2022,18:30,Windy,Buffet,Urban,31
0x1e08,3/4/2022,22:50,Stormy,Buffet,Metropolitian,16
0x1edf,5/4/2022,20:35,Sandstorms,Meal,Metropolitian,25
0x8e40,3/3/2022,11:35,Windy,Buffet,Metropolitian,39
0x2154,3/4/2022,22:35,Sunny,Drinks,Metropolitian,24
0xdaf5,15-02-2022,0.916666667,Cloudy,Snack,NaN,21
0x607f,4/3/2022,22:35,Stormy,Buffet,Metropolitian,26
0x6725,23-03-2022,23:50,Fog,Meal,Metropolitian,24
0x8a2a,20-03-2022,21:35,Sandstorms,Snack,Metropolitian,35
0x5809,25-03-2022,22:55,Windy,Snack,Metropolitian,20
0x6ec2,24-03-2022,16:35,Fog,Snack,Metropolitian,20
0x3c0c,1/4/2022,23:15,Stormy,Snack,Metropolitian,14
0xb7ec,3/4/2022,0.458333333,Windy,Meal,Metropolitian,21
0xbd74,15-03-2022,23:20,Sandstorms,Drinks,Metropolitian,23
0xb8a0,4/4/2022,0.958333333,Stormy,Snack,Metropolitian,16
0x8526,3/3/2022,9:10,Fog,Buffet,NaN,24
0xb724,19-03-2022,14:10,Sunny,Snack,Metropolitian,46
0xae19,17-03-2022,8:45,Sandstorms,Snack,Metropolitian,17
0x28dd,27-03-2022,18:30,Cloudy,Snack,Metropolitian,33
0xdf7e,13-02-2022,18:35,Windy,Snack,Metropolitian,17
0x2a58,7/3/2022,10:30,Sunny,Buffet,Metropolitian,13
0x1fb9,7/3/2022,10:25,Stormy,Drinks,Metropolitian,17
0xafbd,4/3/2022,19:50,Windy,Buffet,Metropolitian,30
0xda4f,15-02-2022,9:20,Stormy,Meal,Metropolitian,29
0x2110,10/3/2022,18:40,Sandstorms,Drinks,Metropolitian,25
0xd967,18-02-2022,20:35,Fog,Snack,Metropolitian,45
0x5aa5,18-03-2022,19:15,Stormy,Drinks,Metropolitian,25
0x9f84,12/3/2022,18:30,Stormy,Snack,Metropolitian,22
0xc528,14-02-2022,18:25,Sandstorms,Meal,Urban,26
0xb8ea,20-03-2022,17:50,Stormy,Meal,Metropolitian,30
0x62a4,2/4/2022,17:40,Windy,Drinks,Metropolitian,17
0x7748,18-03-2022,23:45,Cloudy,Buffet,Metropolitian,21
0xb407,5/3/2022,12:20,Sandstorms,Meal,Metropolitian,26
0x4222,1/3/2022,18:55,Cloudy,Meal,Metropolitian,15
0x3bfa,5/3/2022,15:45,Sunny,Buffet,Metropolitian,25
0xbb3a,17-03-2022,8:35,Sunny,Buffet,Metropolitian,12
0x843c,18-03-2022,21:10,Sunny,Meal,Metropolitian,40
0x2cea,2/4/2022,20:15,Windy,Meal,Urban,30
0x513c,21-03-2022,21:30,Fog,Meal,Metropolitian,24
0x12f3,11/3/2022,0.833333333,Stormy,Meal,Metropolitian,46
0x734a,27-03-2022,17:50,Stormy,Buffet,Urban,27
0x4552,9/3/2022,0.75,Fog,Meal,Metropolitian,16
0x7cee,15-03-2022,19:40,Stormy,Buffet,Metropolitian,33
0x5b82,30-03-2022,10:10,Stormy,Buffet,Urban,13
0x7eff,12/3/2022,19:15,Windy,Buffet,Urban,37
0x3761,7/3/2022,19:35,Fog,Drinks,Metropolitian,38
0xcf42,16-02-2022,20:50,Fog,Drinks,Metropolitian,44
0x8578,28-03-2022,8:55,Cloudy,Drinks,Metropolitian,12
0x91ff,3/4/2022,8:25,Stormy,Drinks,Metropolitian,15
0x40cd,21-03-2022,20:25,Windy,Drinks,Urban,26
0x6f2b,21-03-2022,22:35,Sandstorms,Meal,Urban,20
0xca55,14-02-2022,0.833333333,Cloudy,Snack,Metropolitian,30
0x9bf1,20-03-2022,21:15,Cloudy,Drinks,Metropolitian,44
0x5fbb,26-03-2022,11:10,Sandstorms,Buffet,Urban,29
0x910,3/3/2022,0.708333333,Fog,Buffet,Metropolitian,34
0xc0b7,17-02-2022,19:35,Sunny,Snack,Metropolitian,19
0x14ba,24-03-2022,0.833333333,Windy,Drinks,Metropolitian,29
0xbab3,15-03-2022,18:15,Windy,Buffet,Metropolitian,26
0x9aa1,19-03-2022,9:55,Cloudy,Snack,Metropolitian,18
0xa076,17-03-2022,22:30,Sandstorms,Buffet,Metropolitian,19
0x4b82,15-03-2022,14:10,Sandstorms,Meal,Metropolitian,39
0xc808,11/2/2022,10:10,Windy,Snack,Metropolitian,23
0xa9de,18-03-2022,22:10,Cloudy,Buffet,Metropolitian,29
0x485f,5/3/2022,18:55,Sunny,Meal,Metropolitian,29
0x250e,4/3/2022,17:35,Fog,Buffet,Metropolitian,35
0x60f,17-03-2022,NaN,Sandstorms,Buffet,Metropolitian,27
0x2054,11/3/2022,20:40,Stormy,Meal,Metropolitian,20
0x8933,1/4/2022,0.875,Windy,Snack,Metropolitian,34
0x5564,29-03-2022,17:25,Fog,Buffet,Metropolitian,37
0x7d81,21-03-2022,11:10,Sandstorms,Meal,Urban,17
0x6576,16-03-2022,17:30,Windy,Drinks,Metropolitian,25
0x8edb,1/3/2022,17:45,Sandstorms,Buffet,Metropolitian,29
0xb4f4,18-03-2022,21:50,Sunny,Snack,Metropolitian,34
0x847d,3/3/2022,18:20,Stormy,Meal,Metropolitian,32
0xacac,13-03-2022,20:20,Sandstorms,Snack,Metropolitian,33
0x446,21-03-2022,NaN,NaN,Drinks,Metropolitian,20
0x61b1,4/4/2022,20:50,Sunny,Buffet,Metropolitian,18
0x8bb3,4/4/2022,17:25,Stormy,Meal,Urban,31
0x91ea,7/3/2022,8:50,Windy,Meal,Metropolitian,25
0xa76c,20-03-2022,19:25,Stormy,Drinks,Metropolitian,35
0x877a,4/4/2022,0.75,Stormy,Drinks,Metropolitian,27
0xb190,7/3/2022,11:10,Fog,Drinks,Urban,25
0x3de6,5/4/2022,21:55,Fog,Drinks,Urban,30
0xa35e,1/3/2022,9:10,Fog,Buffet,Urban,15
0xbe7a,13-03-2022,20:50,Cloudy,Buffet,Metropolitian,26
0xad36,20-03-2022,17:10,Windy,Meal,Metropolitian,39
0xd844,13-02-2022,16:35,Sunny,Drinks,Metropolitian,16
0x5cbf,1/3/2022,16:15,Sunny,Drinks,Urban,11
0xa14c,4/3/2022,21:25,Sandstorms,Buffet,Metropolitian,42
0xba34,6/3/2022,19:55,Fog,Meal,Metropolitian,37
0x3c21,11/3/2022,17:20,Stormy,Drinks,Metropolitian,25
0x63a,8/3/2022,NaN,Sandstorms,Snack,Metropolitian,33
0x96fd,1/3/2022,0.833333333,Cloudy,Drinks,Metropolitian,39
0x2d71,23-03-2022,17:40,Sandstorms,Buffet,Metropolitian,28
0xd45f,18-02-2022,20:30,Sandstorms,Drinks,Metropolitian,19
0xac3a,2/3/2022,21:50,Stormy,Snack,Metropolitian,27
0xa013,5/3/2022,16:45,Cloudy,Drinks,Metropolitian,29
0xcd34,14-02-2022,17:50,Windy,Buffet,Metropolitian,25
0xba29,4/3/2022,19:20,Cloudy,Drinks,Metropolitian,36
0xa107,17-03-2022,23:10,Sandstorms,Buffet,Urban,20
0x5314,6/3/2022,17:25,Sandstorms,Meal,Metropolitian,36
0x3104,5/3/2022,23:10,Cloudy,Drinks,Metropolitian,19
0xc5bc,16-02-2022,21:35,Sandstorms,Buffet,Metropolitian,25
0x5c18,30-03-2022,9:40,Fog,Buffet,Metropolitian,18
0xbcec,7/3/2022,11:10,Windy,Meal,Metropolitian,30
0x4ec3,5/3/2022,18:40,Sandstorms,Meal,Metropolitian,25
0xb0c9,2/4/2022,17:55,Sandstorms,Buffet,Metropolitian,18
0x170d,11/3/2022,8:10,Fog,Snack,Urban,17
0x4bb7,17-03-2022,15:45,Stormy,Snack,Metropolitian,32
0xc6a4,17-02-2022,22:25,Fog,Buffet,Metropolitian,28
0x5801,31-03-2022,20:10,Sunny,Snack,Metropolitian,36
0x9598,9/3/2022,11:20,Fog,Drinks,Metropolitian,29
0xcc7e,18-02-2022,20:25,Fog,Snack,Metropolitian,43
0xc91b,16-02-2022,0.958333333,Windy,Snack,Urban,11
0x59a8,30-03-2022,16:25,Sandstorms,Meal,Metropolitian,34
0x8b97,9/3/2022,18:35,Sunny,Meal,Metropolitian,18
0x99b5,24-03-2022,23:45,Cloudy,Snack,Metropolitian,14
0xdb03,17-02-2022,9:20,Cloudy,Drinks,Urban,24
0xa4a,20-03-2022,NaN,Cloudy,Meal,Metropolitian,39
0xa29d,25-03-2022,21:50,Sunny,Snack,Metropolitian,19
0x7efd,19-03-2022,23:50,Cloudy,Buffet,Metropolitian,17
0x60d2,18-03-2022,23:30,Stormy,Snack,Metropolitian,19
0xb02e,2/4/2022,18:20,Sandstorms,Snack,Metropolitian,32
0x7ce4,31-03-2022,19:35,Cloudy,Meal,Semi-Urban,47
0x6a39,3/4/2022,15:25,Stormy,Meal,Metropolitian,31
0x70de,2/3/2022,17:15,Sandstorms,Snack,Metropolitian,20
0x29af,1/3/2022,17:20,Fog,Snack,Metropolitian,14
0xc573,12/2/2022,17:45,Cloudy,Buffet,Metropolitian,41
0x4786,10/3/2022,19:55,Cloudy,Buffet,Metropolitian,46
0x69c2,11/3/2022,11:55,Cloudy,Meal,Metropolitian,34
0x7436,28-03-2022,16:50,Stormy,Drinks,Metropolitian,29
0xa237,28-03-2022,9:55,Stormy,Snack,Metropolitian,21
0x7aa7,29-03-2022,21:25,Stormy,Snack,Metropolitian,32
0xa270,20-03-2022,18:45,Cloudy,Drinks,Metropolitian,48
0x4fb9,1/3/2022,20:30,Cloudy,Buffet,Metropolitian,33
0x391d,31-03-2022,22:20,Sunny,Buffet,Urban,18
0x81a4,25-03-2022,19:10,Sunny,Meal,Metropolitian,16
0x491c,13-03-2022,0.5,Stormy,Meal,Metropolitian,45
0x1805,9/3/2022,18:10,Stormy,Drinks,Metropolitian,27
0x3ef3,9/3/2022,10:40,Cloudy,Drinks,Metropolitian,15
0x50aa,31-03-2022,17:25,Cloudy,Drinks,Metropolitian,43
0x4e68,31-03-2022,18:40,Sunny,Snack,Metropolitian,39
0x4a9a,29-03-2022,18:55,Sunny,Buffet,Urban,38
0xbe1d,7/3/2022,17:15,Sunny,Meal,Metropolitian,21
0xb765,11/3/2022,8:55,Sunny,Drinks,Metropolitian,23
0x6e59,14-03-2022,21:55,Windy,Meal,Metropolitian,42
0xc8fe,17-02-2022,22:30,Stormy,Meal,Metropolitian,33
0x85f7,6/3/2022,18:35,Fog,Buffet,Metropolitian,30
0x9b7d,26-03-2022,20:50,Fog,Meal,Metropolitian,21
0x36f1,21-03-2022,13:10,Stormy,Meal,Metropolitian,33
0x52f7,25-03-2022,22:20,Sandstorms,Meal,Metropolitian,11
0x4882,14-03-2022,0.958333333,Sunny,Meal,Urban,23
0x63a2,16-03-2022,18:35,Sandstorms,Drinks,NaN,24
0x6146,23-03-2022,23:50,Stormy,Drinks,Metropolitian,18
0x3b89,12/3/2022,23:55,Stormy,Meal,Urban,14
0x426f,4/4/2022,19:30,Windy,Snack,Metropolitian,27
0x7c38,8/3/2022,23:50,Sunny,Drinks,Metropolitian,27
0x7699,6/4/2022,18:35,Stormy,Buffet,Metropolitian,23
0x6524,2/4/2022,20:30,Sandstorms,Snack,Metropolitian,25
0xaa93,30-03-2022,18:25,Sunny,Snack,Urban,22
0x6f0a,30-03-2022,13:55,Cloudy,Snack,Metropolitian,38
0x3eb5,13-03-2022,15:35,Cloudy,Meal,Metropolitian,15
0xdcf7,15-02-2022,21:15,Sunny,Meal,Metropolitian,43
0xeea,6/4/2022,0.791666667,Windy,Meal,Metropolitian,18
0xbd9d,19-03-2022,10:55,Fog,Buffet,Metropolitian,21
0x879e,29-03-2022,18:25,Sunny,Buffet,NaN,12
0x18da,7/3/2022,8:55,Sunny,Drinks,Metropolitian,16
0xca9c,13-02-2022,11:25,Fog,Meal,Metropolitian,20
0xc4b2,17-02-2022,16:50,Fog,Buffet,Metropolitian,15
0xa222,4/3/2022,19:25,Stormy,Snack,Metropolitian,26
0xbd1a,11/3/2022,23:30,Cloudy,Drinks,Urban,19
0x1cd9,5/3/2022,19:55,Sandstorms,Drinks,Metropolitian,16
0xa9ba,13-03-2022,10:55,Cloudy,Drinks,Metropolitian,19
0x3f29,4/4/2022,21:10,Sunny,Drinks,Urban,15
0xc287,15-02-2022,8:50,Stormy,Meal,Urban,11
0xd45a,11/2/2022,14:30,Stormy,Snack,Metropolitian,24
0x881c,3/3/2022,20:40,Cloudy,Buffet,Metropolitian,23
0x37a6,6/3/2022,0.958333333,Fog,Meal,Metropolitian,27
0xdab7,18-02-2022,23:30,Fog,Buffet,Metropolitian,21
0x4b76,18-03-2022,19:30,Fog,Buffet,Metropolitian,35
0x5c58,6/4/2022,18:10,Stormy,Meal,Metropolitian,48
0x7279,30-03-2022,15:50,Sandstorms,Snack,Urban,27
0x7550,6/3/2022,17:40,Sunny,Snack,Urban,13
0xbd3d,1/3/2022,21:40,Windy,Buffet,Metropolitian,18
0xaa42,8/3/2022,23:45,Fog,Buffet,Metropolitian,30
0x75ef,10/3/2022,19:50,Sunny,Meal,Metropolitian,22
0xd9e0,13-02-2022,1,Stormy,Snack,Metropolitian,23
0x7e3e,31-03-2022,18:35,Stormy,Snack,Metropolitian,24
0xa07c,3/4/2022,8:20,Windy,Buffet,Metropolitian,27
0x270a,21-03-2022,8:10,Sandstorms,Meal,Urban,14
0xb95,11/3/2022,8:30,Sandstorms,Meal,Metropolitian,20
0x7c3,24-03-2022,8:15,Fog,Drinks,Metropolitian,21
0x4bd1,24-03-2022,0.833333333,Sunny,Drinks,Metropolitian,42
0x6640,2/3/2022,18:25,Stormy,Snack,Metropolitian,29
0x2875,7/3/2022,9:55,Fog,Drinks,Metropolitian,13
0xafdf,17-03-2022,17:45,Sandstorms,Meal,Metropolitian,32
0x834f,5/3/2022,23:55,Cloudy,Drinks,Metropolitian,21
0x6f69,26-03-2022,11:20,Cloudy,Drinks,Metropolitian,38
0x174b,2/3/2022,21:20,Sandstorms,Meal,Metropolitian,31
0x9407,11/3/2022,20:55,Cloudy,Buffet,Metropolitian,31
0xa670,20-03-2022,22:20,Sunny,Drinks,Metropolitian,18
0xc4a2,16-02-2022,17:10,Cloudy,Buffet,Urban,38
0x586b,31-03-2022,18:20,Windy,Drinks,Metropolitian,25
0xb590,11/3/2022,18:20,Windy,Meal,Metropolitian,21
0x821d,16-03-2022,17:50,Fog,Drinks,Metropolitian,30
0x7b90,9/3/2022,10:20,Cloudy,Snack,Urban,18
0xf58,2/3/2022,23:15,Cloudy,Drinks,Metropolitian,24
0x4070,30-03-2022,14:15,Fog,Drinks,Metropolitian,23
0xbdfb,13-03-2022,23:20,Sunny,Meal,Metropolitian,18
0x7ab4,26-03-2022,0.875,Sandstorms,Meal,Urban,34
0x7a7e,14-03-2022,22:30,Windy,Drinks,NaN,17
0x7caa,30-03-2022,11:55,Stormy,Snack,Urban,18
0x9f12,3/3/2022,20:30,Sandstorms,Drinks,Urban,24
0xddad,15-02-2022,19:10,Windy,Drinks,Metropolitian,16
0xd4f2,17-02-2022,17:10,Stormy,Drinks,Urban,28
0x8e1c,5/3/2022,18:15,Windy,Buffet,NaN,33
0x7e7d,15-03-2022,17:15,Cloudy,Drinks,Metropolitian,25
0x9f5a,1/4/2022,20:50,Windy,Meal,Metropolitian,39
0xd09e,17-02-2022,17:40,Sandstorms,Snack,Metropolitian,29
0x5419,17-03-2022,8:15,Fog,Buffet,Metropolitian,28
0xb88e,28-03-2022,22:45,Fog,Buffet,Metropolitian,18
0xc891,18-02-2022,18:50,Cloudy,Snack,Urban,31
0x8421,5/3/2022,9:55,Windy,Meal,Metropolitian,22
0x1db0,23-03-2022,23:45,Sandstorms,Buffet,Urban,13
0x8a21,12/3/2022,21:10,Windy,Buffet,Metropolitian,37
0x6c81,16-03-2022,19:15,Cloudy,Drinks,Metropolitian,48
0x1507,24-03-2022,8:50,Stormy,Snack,Urban,11
0xd654,12/2/2022,17:10,Stormy,Snack,Urban,22
0x46a4,20-03-2022,18:50,Windy,Snack,Metropolitian,39
0x8047,30-03-2022,22:45,Windy,Snack,Metropolitian,28
0x20fb,10/3/2022,1,Fog,Drinks,Metropolitian,27
0x3255,5/3/2022,18:35,Cloudy,Drinks,Metropolitian,26
0x3bca,20-03-2022,21:50,Cloudy,Buffet,Metropolitian,42
0xaf9b,1/4/2022,0.791666667,Windy,Snack,Metropolitian,32
0xca6,28-03-2022,17:10,Sandstorms,Buffet,Urban,23
0x690a,14-03-2022,22:10,Sunny,Snack,Metropolitian,23
0x6d5e,30-03-2022,0.541666667,Windy,Snack,Metropolitian,28
0x46de,1/4/2022,9:20,Windy,Drinks,Metropolitian,24
0xaa99,2/4/2022,17:30,Sandstorms,Buffet,Urban,35
0x1dae,26-03-2022,8:20,Sunny,Buffet,Urban,13
0xe27f,11/2/2022,23:55,Sandstorms,Meal,Urban,24
0xbc88,6/4/2022,21:15,Windy,Meal,Metropolitian,47
0x840e,1/3/2022,14:20,Cloudy,Drinks,Metropolitian,26
0xdaf8,11/2/2022,10:25,Windy,Buffet,Metropolitian,28
0x5882,2/4/2022,19:30,Fog,Drinks,Metropolitian,37
0x229d,6/3/2022,22:25,Cloudy,Snack,Metropolitian,22
0x200b,2/3/2022,17:50,Fog,Meal,Urban,35
0x4f36,16-03-2022,23:30,Windy,Drinks,Metropolitian,18
0xb1f8,6/4/2022,23:30,Stormy,Buffet,Metropolitian,26
